Dates,Program,Mission,Artist,Song,Comment,Genre,Style,Year,Discogs Master,Discogs URI
1998-10-31,SPACE SHUTTLE,STS-95,Nat King Cole,Cachito,"This song about parenthood was directed to Pedro Duque and his wife, Consuelo, who recently has a baby.",Jazz,Afro-Cuban Jazz,,https://api.discogs.com/masters/1296462,https://www.discogs.com/Nat-King-Cole-Cachito/release/8768768
1998-11-01,SPACE SHUTTLE,STS-95,Tom Chapin,This Pretty Planet,Requested by pilot Steve Lindsay's wife Diane. Possibly (and/or) the song Hallelujahs by Chris Rice.,,,,,
1998-11-02,SPACE SHUTTLE,STS-95,Andy Williams,Moon River,"Annie Glenn requested it as a tribute to the friendship between Williams and her husband. I was sleeping very, very soundly this morning when the wake up call came in, Glenn said.",Pop,Theme,1962.0,,https://www.discogs.com/Andy-Williams-Moon-River/release/11998811
1998-11-03,SPACE SHUTTLE,STS-95,Stevie Ray Vaughan,The House Is Rockin',"In honor of Mission Specialist Steve Robinson known as Stevie Ray Robinson by other members of his astronaut band, Max Q. That's what I call wake-up music. Good day to go get a satellite, he told Mission Control.",Blues,Texas Blues,1997.0,,https://www.discogs.com/Stevie-Ray-Vaughan-The-House-Is-Rockin/release/9029193
1998-11-04,SPACE SHUTTLE,STS-95,Unidentified,"Wakaki Chi, (Young Spirit)",a cheering song from Keio University where Payload Specialist Chiaki Mukai received her medical degree.,,,,,
1998-11-05,SPACE SHUTTLE,STS-95,The Moody Blues,I Know You'Re Out There Somewhere,Chosen by Commander Curt Brown's family.,Electronic,Pop Rock,1988.0,https://api.discogs.com/masters/625696,https://www.discogs.com/The-Moody-Blues-I-Know-Youre-Out-There-Somewhere/master/625696
1998-11-06,SPACE SHUTTLE,STS-95,Peter Nero,Voyage Into Space,A long-time friend of the Glenns. An original composition written for John Glenn.,,,,,
1998-11-07,SPACE SHUTTLE,STS-95,Unidentified,La Cucaracha,"Played for Pedro Duque at request of his wife, Consuelo.",,,,,https://www.discogs.com/artist/3355884-La-Cucaracha-2
1998-12-04,SPACE SHUTTLE,STS-88,The Temptations,Get Ready,"an appropriate description of the full slate of activities the crew will be involved with as they get ready for the important events of the flight by checking out the equipment and tools that will be utilized during rendezvous, docking and space walking activities.",Funk / Soul,Soul,1966.0,https://api.discogs.com/masters/189350,https://www.discogs.com/The-Temptations-Get-Ready-Get-Ready/release/12611372
1998-12-05,SPACE SHUTTLE,STS-88,Unidentified,Anchors Aweigh,,,,,,
1998-12-06,SPACE SHUTTLE,STS-88,Judy Garland,Somewhere Over The Rainbow,"Requested by Bob Cabana's daughter, Judy",Stage & Screen,Musical,2001.0,,https://www.discogs.com/Judy-Garland-Somewhere-Over-The-Rainbow/release/2763466
1998-12-07,SPACE SHUTTLE,STS-88,Unidentified,"Jerry The Rigger, An Old Celtic Song","In honor of Mission Specialist Jerry Ross, who with fellow Mission Specialist Jim Newman, will conduct more than 18 hours of space walks during this flight.",,,,,
1998-12-08,SPACE SHUTTLE,STS-88,Dwight Yoakum,Streets Of Bakersfield,"Requested by the wife of Pilot Rick Sturckow, a California native.",,,,,
1998-12-09,SPACE SHUTTLE,STS-88,Unidentified,Floating In The Bathtub,"selected for Mission Specialist Jim Newman by his wife, Mary Lee.",,,,,
1998-12-10,SPACE SHUTTLE,STS-88,Lee Greenwood,God Bless The USA,"Played for Mission Specialist -2, Nancy Currie at the request of her husband, David.",Pop,Ballad,1984.0,https://api.discogs.com/masters/640569,https://www.discogs.com/Lee-Greenwood-God-Bless-The-USA-/release/9455239
1998-12-11,SPACE SHUTTLE,STS-88,Tchaikovsky,Trepak A Russian Dance From Tchaikovsky's The Nutcracker,in honor of cosmonaut and Mission Specialist Sergei Krikalev.,,,,,
1998-12-12,SPACE SHUTTLE,STS-88,Elvis Presley,Hound Dog,,Rock,Rock & Roll,1984.0,https://api.discogs.com/masters/624239,https://www.discogs.com/Elvis-Presley-Hound-Dog/master/624239
1998-12-13,SPACE SHUTTLE,STS-88,The Spaniels,"Goodnight Sweetheart, Goodnight",As the crew prepare to say goodnight to the space station.,Blues,,1993.0,,https://www.discogs.com/The-Spaniels-Goodnight-Sweetheart-Goodnight/release/13178551
1998-12-14,SPACE SHUTTLE,STS-88,James Brown,I Got You (I Feel Good),"In honor of the good feelings evoked by this successful first International Space Station Assembly mission. We really feel terrific, Nancy Currie said in replying to ground controllers in Houston, who broadcast the song into space. We're ready to start packing and come home to see our families just in time for Christmas.",Funk / Soul,Soul,1970.0,https://api.discogs.com/masters/65272,https://www.discogs.com/James-Brown-I-Got-You-I-Feel-Good/release/4606366
1998-12-15,SPACE SHUTTLE,STS-88,Richard Wagner,Ride Of The Valkyries,,Classical,Romantic,1980.0,,https://www.discogs.com/Wagner-Ride-Of-The-Valkyries/release/1031370
1999-05-27,SPACE SHUTTLE,STS-96,The Mamas and the Papas,California Dreamin',played for Mission Specialist Tammy Jernigan,Rock,Pop Rock,,https://api.discogs.com/masters/305476,https://www.discogs.com/The-Mamas-The-Papas-California-Dreamin/master/305476
1999-05-28,SPACE SHUTTLE,STS-96,Kenny Loggins,Danger Zone,"played in honor of Commander Kent Rominger, an alumnus of the Naval Fighter Weapons School of Top Gun fame.",Rock,Pop Rock,1986.0,https://api.discogs.com/masters/92942,https://www.discogs.com/Kenny-Loggins-Danger-Zone/master/92942
1999-05-29,SPACE SHUTTLE,STS-96,The Space Center Intermediate Band,Star Wars (Main Title),Mission Specialist  Dan Barry's daughter Jenny plays flute in that band.,,,,,
1999-05-30,SPACE SHUTTLE,STS-96,United States Coast Guard Band,Morning Colors,or Morning Call by USMC Band.,,,,,
1999-05-31,SPACE SHUTTLE,STS-96,George Strait,Amarillo By Morning,"Played in honor of Pilot Rick Husband, who is from Amarillo, Texas.","Folk, World, & Country",Country,1983.0,https://api.discogs.com/masters/810042,https://www.discogs.com/George-Strait-Amarillo-By-Morning/release/10140236
1999-06-01,SPACE SHUTTLE,STS-96,Mozart,Exultate Jubilate,This is a favorite of Canadian Space Agency astronaut Julie Payette.,Classical,Classical,,,https://www.discogs.com/Wolfgang-Amadeus-Mozart-Rosina-Latschbacher-Chor-Der-Dreifaltigkeitskirche-Wiesbaden-Gabriele-Bamber/release/6492700
1999-06-02,SPACE SHUTTLE,STS-96,Unidentified,Vashe Blagorodie,Played for cosmonaut Valery Tokarev and Mission Specialist Ellen Ochoa.,,,,,
1999-06-02,SPACE SHUTTLE,STS-96,Unidentified,The Charleston,Ibid.,,,,,https://www.discogs.com/artist/3517015-The-Charleston-Globetrotters
1999-06-03,SPACE SHUTTLE,STS-96,Lynyrd Skynyrd,Free Bird,in anticipation of the Discovery's departure from the ISS.,Rock,Southern Rock,1976.0,https://api.discogs.com/masters/651072,https://www.discogs.com/Lynyrd-Skynyrd-Free-Bird/master/651072
1999-06-04,SPACE SHUTTLE,STS-96,Unidentified,Good Morning Starshine,in recognition of the deployment of the Starshine satellite.,Rock,Rock & Roll,1969.0,https://api.discogs.com/masters/149085,https://www.discogs.com/Oliver-Good-Morning-Starshine/release/8258025
1999-06-05,SPACE SHUTTLE,STS-96,Unidentified,The Longest Day - Theme From The Movie,"to commemorate what spacecraft communicator in Mission  Control Mario Runco called a landing of a different kind referring to D-Day on June 6, 1944.",,,,,
1999-07-23,SPACE SHUTTLE,STS-93,Louis Prima,Beep Beep,,Jazz,Swing,1957.0,https://api.discogs.com/masters/549711,https://www.discogs.com/Louis-Prima-Buona-Sera-Beep-Beep/release/3881560
1999-07-24,SPACE SHUTTLE,STS-93,Teresa,Brave New Girls,,"Folk, World, & Country",Country,2001.0,https://api.discogs.com/masters/1427839,https://www.discogs.com/Teresa-Brave-New-Girls/release/10703105
1999-07-25,SPACE SHUTTLE,STS-93,Suzy Bogguss,Someday Soon,written by Judy Collins and performed by Suzy Bogguss chosen in honor of Pilot Jeff Ashby,"Folk, World, & Country",,1991.0,,https://www.discogs.com/Suzy-Bogguss-Someday-Soon/release/4905620
1999-07-26,SPACE SHUTTLE,STS-93,Simon & Garfunkel,The Sounds Of Silence,,Rock,Acoustic,1966.0,https://api.discogs.com/masters/1590310,https://www.discogs.com/Simon-Garfunkel-The-Sounds-Of-Silence-/master/1590310
1999-07-27,SPACE SHUTTLE,STS-93,Barry Manilow,A Little Traveling Music,"requested by Hawley's wife Eileen, and The Air Force Song (Off We Go Into the Wild Blue Yonder) played for Collins and Coleman.",,,,,
1999-12-20,SPACE SHUTTLE,STS-103,Bachman-Turner Overdrive,Takin' Care Of Business,,Rock,Pop Rock,1973.0,https://api.discogs.com/masters/742015,https://www.discogs.com/Bachman-Turner-Overdrive-Takin-Care-Of-Business/master/742015
1999-12-21,SPACE SHUTTLE,STS-103,Bruce Springsteen,Rendezvous,,Rock,,,https://api.discogs.com/masters/699034,https://www.discogs.com/Bruce-Springsteen-Rendezvous/master/699034
1999-12-22,SPACE SHUTTLE,STS-103,Beau Jocque and the Zydeco Hi-Rollers,Hucklebuck,a tune that the spacewalkers heard many times while training hundreds of hours for the mission in the 6.5- million gallon water tank at the Johnson Space Center in Houston.,,,,,
1999-12-23,SPACE SHUTTLE,STS-103,Unidentified,Traditional Swiss Music,was played for Nicollier and the song Only When I Sleep by The Corrs was played for Foale.,"Folk, World, & Country",Volksmusik,1991.0,,https://www.discogs.com/Various-Schweizer-Volksmusik-Im-Jahreskreis-Le-Stagioni-E-La-Musica-Popolare-Svizzera-Les-Saisons-Et/release/12858439
1999-12-24,SPACE SHUTTLE,STS-103,Steppenwolf,Magic Carpet Ride,was played for Smith and the children's song Skinnamarink by Kimbo for Grunsfeld.,Rock,Hard Rock,1968.0,https://api.discogs.com/masters/131513,https://www.discogs.com/Steppenwolf-Magic-Carpet-Ride/master/131513
1999-12-25,SPACE SHUTTLE,STS-103,Bing Crosby,I'Ll Be Home For Christmas,,Jazz,Easy Listening,1999.0,,https://www.discogs.com/Bing-Crosby-Ill-Be-Home-For-Christmas/release/12566042
1999-12-26,SPACE SHUTTLE,STS-103,Reba McEntire,We'Re So Good Together,played for Pilot Scott Kelly at the request of his wife.,"Folk, World, & Country",Country,1999.0,https://api.discogs.com/masters/1639707,https://www.discogs.com/Reba-McEntire-Were-So-Good-Together/release/14391611
1999-12-27,SPACE SHUTTLE,STS-103,Ricky Martin,"The Cup Of Life, Sung","The music was the official song of France '98 World Cup Soccer and was played for Mission Specialist #2, Jean-Francois Clervoy of the European Space Agency at the request of his son.",,,,,
2000-02-11,SPACE SHUTTLE,STS-99,REO Speedwagon,Time For Me To Fly,,Rock,Pop Rock,1980.0,https://api.discogs.com/masters/540493,https://www.discogs.com/REO-Speedwagon-Time-For-Me-To-Fly/master/540493
2000-02-12,SPACE SHUTTLE,STS-99,Robert Palmer,Some Guys Have All The Luck,,Rock,Pop Rock,1981.0,https://api.discogs.com/masters/142470,https://www.discogs.com/Robert-Palmer-Some-Guys-Have-All-The-Luck/release/1450757
2000-02-12,SPACE SHUTTLE,STS-99,The Alan Parsons Project,Eye In The Sky,,Electronic,Pop Rock,1982.0,https://api.discogs.com/masters/89391,https://www.discogs.com/The-Alan-Parsons-Project-Eye-In-The-Sky/master/89391
2000-02-13,SPACE SHUTTLE,STS-99,Joe Jackson,Jumpin' Jive,Originally by Cab Calloway as performed by Joe Jackson,Jazz,Pop Rock,1988.0,https://api.discogs.com/masters/995286,https://www.discogs.com/Joe-Jackson-Jumpin-Jive/release/13210353
2000-02-13,SPACE SHUTTLE,STS-99,Vince Guaraldi,Linus And Lucy,,Jazz,Soundtrack,2019.0,,https://www.discogs.com/Vince-Guaraldi-Linus-And-Lucy/release/14463910
2000-02-14,SPACE SHUTTLE,STS-99,Godiego,Journey To The Stars Theme Song To The Popular Japanese Anime Galaxy Express,,,,,,
2000-02-14,SPACE SHUTTLE,STS-99,Golden Earring,Radar Love,,Rock,Classic Rock,1973.0,https://api.discogs.com/masters/104226,https://www.discogs.com/Golden-Earring-Radar-Love/release/10817423
2000-02-15,SPACE SHUTTLE,STS-99,Frank Sinatra,"New York, New York",,Pop,Vocal,1983.0,,https://www.discogs.com/Frank-Sinatra-New-York-New-York/release/6418305
2000-02-15,SPACE SHUTTLE,STS-99,Geroge Winston,Canon In D Johann Pachebel,,,,,,
2000-02-16,SPACE SHUTTLE,STS-99,The Naval Academy Glee Club,We Saw The Sea,,,,,,
2000-02-16,SPACE SHUTTLE,STS-99,Ray Charles,Smack Dab In The Middle,,Pop,,,,https://www.discogs.com/Ray-Charles-Smack-Dab-In-The-Middle-/release/11890984
2000-02-17,SPACE SHUTTLE,STS-99,The Boston Symphony Orchestra,Die Moldau,,,,,,
2000-02-17,SPACE SHUTTLE,STS-99,Barton and Sweeney,Take A Little Less,,,,,,
2000-02-18,SPACE SHUTTLE,STS-99,Steppenwolf,Magic Carpet Ride,,Rock,Hard Rock,1968.0,https://api.discogs.com/masters/131513,https://www.discogs.com/Steppenwolf-Magic-Carpet-Ride/master/131513
2000-02-18,SPACE SHUTTLE,STS-99,Frankie Laine,Rawhide,,Pop,Country,1986.0,https://api.discogs.com/masters/782306,https://www.discogs.com/Frankie-Laine-Rawhide/master/782306
2000-02-19,SPACE SHUTTLE,STS-99,The Beatles,One After 909,,Rock,Pop Rock,,,https://www.discogs.com/The-Beatles-The-Long-And-Winding-Road-For-You-Blue-Ive-Got-A-Feeling-One-After-909-/release/8269470
2000-02-19,SPACE SHUTTLE,STS-99,Shannon River Dance,Catch The Moments As They Fly By - Traditional Celtic Music,,,,,,
2000-02-20,SPACE SHUTTLE,STS-99,California Guitar Trio,"Walk, Don't Run",,,,,,
2000-02-21,SPACE SHUTTLE,STS-99,Frankie Valli and the 4 Seasons,Stay,,,,,,
2000-02-19,SPACE SHUTTLE,STS-101,Tom Petty,Free Fallin',Played for mission specialist Susan Helms,Rock,Pop Rock,1989.0,https://api.discogs.com/masters/74321,https://www.discogs.com/Tom-Petty-Free-Fallin/release/4522764
2000-02-20,SPACE SHUTTLE,STS-101,Bob Seger,Shining Brightly,In honor of the upcoming evening rendezvous with the International Space Station.,,,,,
2000-02-21,SPACE SHUTTLE,STS-101,Stevie Ray Vaughan,Lookin' Out The Window,,Rock,Blues Rock,1985.0,,https://www.discogs.com/Stevie-Ray-Vaughan-Double-Trouble-Change-It-Lookin-Out-The-Window/release/3635373
2000-02-22,SPACE SHUTTLE,STS-101,Roy Buchanan,Haunted House,since the opening lyrics say I just moved into a new house today.... in honor of the STS-101 crew entering what will be a new home for astronauts and cosmonauts later this year.,Rock,,1972.0,https://api.discogs.com/masters/1120625,https://www.discogs.com/Roy-Buchanan-Haunted-House/master/1120625
2000-02-23,SPACE SHUTTLE,STS-101,The Flamingos,I Only Have Eyes For You,"a long distance dedication from Kathy Halsell to her husband, Mission Commander Jim Halsell",Jazz,Doo Wop,1959.0,https://api.discogs.com/masters/497838,https://www.discogs.com/The-Flamingos-I-Only-Have-Eyes-For-You/release/827182
2000-02-24,SPACE SHUTTLE,STS-101,Amy Grant,I'M Gonna Fly,which was requested by Pilot Scott Horowitz's wife,Pop,,1981.0,,https://www.discogs.com/Amy-Grant-Im-Gonna-Fly/release/14041057
2000-02-25,SPACE SHUTTLE,STS-101,Jerry Jeff Walker,Don't It Make You Wanna Dance,was played at the request of Williams' son and family.,"Folk, World, & Country",,1980.0,https://api.discogs.com/masters/575058,https://www.discogs.com/Jerry-Jeff-Walker-Mr-Bojangles-Dont-It-Make-You-Wanna-Dance/release/12934102
2000-02-26,SPACE SHUTTLE,STS-101,Unidentified,Untitled Russian Song,author unknown,,,,,
2000-02-27,SPACE SHUTTLE,STS-101,Chicago,25 Or 6 To 4,,Rock,Pop Rock,1986.0,https://api.discogs.com/masters/343188,https://www.discogs.com/Chicago-25-Or-6-To-4/master/343188
2000-02-28,SPACE SHUTTLE,STS-101,John Philip Sousa,El Capitan,,Brass & Military,Marches,,https://api.discogs.com/masters/948274,https://www.discogs.com/John-Philip-SousaEmpire-Guards-Regimental-Band-El-Capitan/release/8019724
2000-09-08,SPACE SHUTTLE,STS-106,Edwin McCain,I'Ll Be,,Rock,Folk Rock,1997.0,https://api.discogs.com/masters/250685,https://www.discogs.com/Edwin-McCain-Ill-Be/release/11918112
2000-09-09,SPACE SHUTTLE,STS-106,Diana King,I Say A Little Prayer,which was played for Wilcutt,Electronic,House,1997.0,https://api.discogs.com/masters/99414,https://www.discogs.com/Diana-King-I-Say-A-Little-Prayer/release/1413365
2000-09-10,SPACE SHUTTLE,STS-106,Smash Mouth,All Star,The song was played for the two space walkers at the request of the EVA training and flight control teams to celebrate what will be the sixth space walk in support of station assembly and the 50th space walk in Space Shuttle history.,Rock,Pop Rock,1999.0,https://api.discogs.com/masters/173937,https://www.discogs.com/Smash-Mouth-All-Star/release/4942882
2000-09-11,SPACE SHUTTLE,STS-106,Big Kahuna and the Copa Cat Pack,The Hukilau Song,was played for Lu at the request of his sister.,,,,,
2000-09-12,SPACE SHUTTLE,STS-106,Van Morrison,Brown-Eyed Girl,was played for Mastracchio at the request of his wife.,Rock,Classic Rock,2000.0,https://api.discogs.com/masters/439280,https://www.discogs.com/Van-Morrison-Brown-eyed-Girl/release/13750982
2000-09-13,SPACE SHUTTLE,STS-106,Loobeh,Kombaht,played for Mission Specialist Boris Morukov of the Russian Aviation and Space Agency.,,,,,
2000-09-14,SPACE SHUTTLE,STS-106,Konstantin Nikolsky's Group,Haze Has Melted Away,,,,,,
2000-09-15,SPACE SHUTTLE,STS-106,University of Connecticut Band,University Of Connecticut Fight Song,,,,,,
2000-09-16,SPACE SHUTTLE,STS-106,Unidentified,The Coast Guard Hymn Semper Paratus (Always Ready),"played for Burbank, a Lieutenant Commander in the Coast Guard.",,,,,
2000-09-17,SPACE SHUTTLE,STS-106,The Village People,YMCA,was played for Scott Altman at the request of his wife.,,,,,
2000-09-18,SPACE SHUTTLE,STS-106,The Brothers Cazimero,Home In The Islands,played for Lu who considers Honolulu a hometown.,,,,,
2000-09-19,SPACE SHUTTLE,STS-106,Dean Martin,Houston,(played by crew as well as ground).,Jazz,Vocal,,https://api.discogs.com/masters/1349741,https://www.discogs.com/Dean-Martin-Houston/master/1349741
2000-10-12,SPACE SHUTTLE,STS-92,Strawberry Alarm Clock,Incense And Peppermints,"The tune is part of the Austin Powers: International Man of Mystery movie soundtrack and was played for the crew members, who are fans of the film.",Rock,Psychedelic Rock,1967.0,https://api.discogs.com/masters/93847,https://www.discogs.com/Strawberry-Alarm-Clock-Incense-And-Peppermints/release/6440993
2000-10-13,SPACE SHUTTLE,STS-92,Cyndi Lauper,Girls Just Want To Have Fun,,Electronic,Pop Rock,1984.0,https://api.discogs.com/masters/28900,https://www.discogs.com/Cyndi-Lauper-Girls-Just-Want-To-Have-Fun/release/11154324
2000-10-14,SPACE SHUTTLE,STS-92,Daisuke Kaga.,Eikan Wa Kimi Mi Kagayku,"Eikan wa kimi mi Kagayku or You're the Winner or literally The Glory is Coming to you, a Japanese High School Baseball Association Inspirational Marching Song performed",,,,,
2000-10-15,SPACE SHUTTLE,STS-92,Monty Python,Camelot,From the movie Monty Python and the Holy Grail,,,,,
2000-10-16,SPACE SHUTTLE,STS-92,Francis Cabrel,"Je T'Aimais, Je T'Aime, J'Taimerai - A French Love Song",,,,,,
2000-10-17,SPACE SHUTTLE,STS-92,United States Military Academy Band and its field musical group The Hellcats,The Army Goes Rolling Along,,,,,,
2000-10-18,SPACE SHUTTLE,STS-92,Lalo Schifrin,The Theme From The Movie Mission Impossible.,,,,,,
2000-10-19,SPACE SHUTTLE,STS-92,United States Naval Academy Band,Anchors Aweigh,,Brass & Military,Military,1921.0,,https://www.discogs.com/U-S-Naval-Academy-Band-Anchors-Aweigh-March-Of-The-Middies/release/13003731
2000-10-20,SPACE SHUTTLE,STS-92,Garth Brooks,The River,,"Folk, World, & Country",Country,1991.0,https://api.discogs.com/masters/345350,https://www.discogs.com/Garth-Brooks-The-River/release/2228023
2000-10-21,SPACE SHUTTLE,STS-92,Bay City Rollers,Saturday Night,,Pop,Vocal,1973.0,https://api.discogs.com/masters/948720,https://www.discogs.com/Bay-City-Rollers-Saturday-Night/master/948720
2000-10-22,SPACE SHUTTLE,STS-92,Unidentified,Off We Go Into The Wild Blue Yonder,,,,,,
2000-10-23,SPACE SHUTTLE,STS-92,Jim Croce,Bad Bad Leroy Brown,,Rock,Pop Rock,1973.0,https://api.discogs.com/masters/1409103,https://www.discogs.com/Jim-Croce-Bad-Bad-Leroy-Brown-Malo-Leroy-Brown/release/5092432
2000-10-24,SPACE SHUTTLE,STS-92,"Crosby, Stills, Nash, and Young",Deja Vu,,Rock,Folk Rock,1970.0,https://api.discogs.com/masters/38712,https://www.discogs.com/Crosby-Stills-Nash-Young-D%C3%A9j%C3%A0-Vu/master/38712
2000-12-01,SPACE SHUTTLE,STS-97,Willie Nelson,Stardust,played for Canadian Space Agency astronaut Garneau,Rock,Country Rock,1978.0,https://api.discogs.com/masters/1447613,https://www.discogs.com/Willie-Nelson-Stardust/master/1447613
2000-12-02,SPACE SHUTTLE,STS-97,R. Kelly,I Believe I Can Fly,,Hip Hop,RnB/Swing,1996.0,https://api.discogs.com/masters/121460,https://www.discogs.com/R-Kelly-I-Believe-I-Can-Fly/release/11297495
2000-12-03,SPACE SHUTTLE,STS-97,Cream,Sunshine Of Your Love,,Rock,Blues Rock,1992.0,https://api.discogs.com/masters/1005378,https://www.discogs.com/Cream-Sunshine-Of-Your-Love/master/1005378
2000-12-04,SPACE SHUTTLE,STS-97,Norm Wooster Singers,Lovin' You Lots & Lots From The Movie That Thing You Do,sent up to Bloomfield from his wife,,,,,
2000-12-05,SPACE SHUTTLE,STS-97,Unidentified,Fight On (Trojan Fight Song) - University Of Southern California Fight Song,for Noriega by USC Marching Band,,,,,
2000-12-06,SPACE SHUTTLE,STS-97,Puccini,O Mio Babbino Caro,for Garneau,Classical,Opera,1948.0,,https://www.discogs.com/Giacomo-Puccini-Bid%C3%BA-Say%C3%A3o-Pietro-Cimara-Gianni-Schicchi-O-Mio-Babbino-Caro-La-Boheme-Musettas-Wal/release/12006348
2000-12-07,SPACE SHUTTLE,STS-97,The Beatles,Here Comes The Sun,For Joe Tanner,Rock,,1971.0,https://api.discogs.com/masters/1314973,https://www.discogs.com/The-Beatles-Here-Comes-The-Sun/master/1314973
2000-12-08,SPACE SHUTTLE,STS-97,The Traveling Wilburys,Rattled,,,,,,
2000-12-09,SPACE SHUTTLE,STS-97,Gene Autry,Back In The Saddle Again,"In honor of Bloomfield, who is making his second space flight and his second fly-around of a space station.","Folk, World, & Country",Country,2004.0,,https://www.discogs.com/Gene-Autry-Back-In-The-Saddle-Again/release/10055137
2000-12-10,SPACE SHUTTLE,STS-97,Bobby Darin,Beyond The Sea,"A reference to the traditions observed on the station by Navy Commander Jett and Navy Captain Shepherd, including the ringing of the station's ship's bell when the shuttle crew departed Saturday.",Jazz,Big Band,,https://api.discogs.com/masters/173234,https://www.discogs.com/Bobby-Darin-Beyond-The-Sea/release/6225522
2000-12-11,SPACE SHUTTLE,STS-97,Bing Crosby,I'Ll Be Home For Christmas,,Jazz,Easy Listening,1999.0,,https://www.discogs.com/Bing-Crosby-Ill-Be-Home-For-Christmas/release/12566042
2001-02-08,SPACE SHUTTLE,STS-98,Zoot Sims,"Where You At, A Jazz Selection","Pilot Mark Polansky's late uncle, Zoot Sims",,,,,
2001-02-09,SPACE SHUTTLE,STS-98,The Baha Men,Who Let The Dogs Out?,"played in honor of Commander Ken Cockrell, who previously flew on a Shuttle mission with astronauts dubbed the Dog Crew",,,,,
2001-02-10,SPACE SHUTTLE,STS-98,Alison Brown,Girl's Breakdown,Alison wrote the tune especially for mission specialist Marsha Ivins. Mission Control played the tune in honor of Ivins who had the critical task on Saturday of attaching the space lab Destiny to the International Space Station.,,,,,
2001-02-11,SPACE SHUTTLE,STS-98,Johann Strauss II,Blue Danube,Waltz from the film 2001: A Space Odyssey,,,,,
2001-02-12,SPACE SHUTTLE,STS-98,Frank Sinatra,Fly Me To The Moon,,Pop,,,,https://www.discogs.com/Frank-Sinatra-Fly-Me-To-The-Moon/release/10855629
2001-02-13,SPACE SHUTTLE,STS-98,AC/DC,For Those About To Rock,,Rock,Hard Rock,1982.0,https://api.discogs.com/masters/1331674,https://www.discogs.com/ACDC-For-Those-About-To-Rock/master/1331674
2001-02-14,SPACE SHUTTLE,STS-98,Savage Garden,To The Moon And Back,,Electronic,Pop Rock,1997.0,https://api.discogs.com/masters/101895,https://www.discogs.com/Savage-Garden-To-The-Moon-And-Back/release/1860778
2001-02-15,SPACE SHUTTLE,STS-98,New Grange,Sally Ann,,,,,,
2001-02-16,SPACE SHUTTLE,STS-98,Elton John,The Trail We Blaze,,,,,,
2001-02-17,SPACE SHUTTLE,STS-98,Eiffel 65,Blue,,Electronic,Hardstyle,2017.0,https://api.discogs.com/masters/15892,https://www.discogs.com/Eiffel-65-Blue-Team-Blue-Mix/release/10073302
2001-02-18,SPACE SHUTTLE,STS-98,Lenny Kravitz,Fly Away,,Rock,Pop Rock,1998.0,https://api.discogs.com/masters/12029,https://www.discogs.com/Lenny-Kravitz-Fly-Away/master/12029
2001-02-19,SPACE SHUTTLE,STS-98,George Thorogood & the Destroyers,Bad To The Bone,,Rock,Blues Rock,2007.0,https://api.discogs.com/masters/686602,https://www.discogs.com/George-Thorogood-The-Destroyers-Bad-To-The-Bone/master/686602
2001-02-20,SPACE SHUTTLE,STS-98,The Clash,Should I Stay Or Should I Go,as the crew prepared for their return trip to Earth,Rock,Alternative Rock,1982.0,https://api.discogs.com/masters/552819,https://www.discogs.com/The-Clash-Should-I-Stay-Or-Should-I-Go/release/4889906
2001-03-08,SPACE SHUTTLE,STS-102,Rockit Scientists,Living The Life,A group of training division instructors with whom shuttle Commander Jim Wetherbee plays drums from time to time.,,,,,
2001-03-09,SPACE SHUTTLE,STS-102,Pavel Luspekayev,Vashe Blagorodie,"a song from a movie entitled White Sun of the Desert that is traditionally watched by cosmonauts the night before a launch from the Baikonur Cosmodrome in Kazakhstan. The song was played for Expedition Two Commander Yury Usachev, who is spending his last day aboard Discovery before beginning a handover of station command with Expedition One crewmember Yuri Gidzenko.",,,,,
2001-03-10,SPACE SHUTTLE,STS-102,Starship,Nothing's Gonna Stop Us Now,played in anticipation of the planned Extravehicular Activity (EVA).,Rock,Pop Rock,1987.0,https://api.discogs.com/masters/82707,https://www.discogs.com/Starship-Nothings-Gonna-Stop-Us-Now/release/339877
2001-03-11,SPACE SHUTTLE,STS-102,Unidentified,Blast Off From The Animated Feature Scooby Doo And The Alien Invaders,played for astronaut Paul Richards as a selection from his children.,,,,,
2001-03-12,SPACE SHUTTLE,STS-102,Nanci Griffith,From A Distance,"awakened Discovery's crew, and astronauts Paul Richards and Andy Thomas quickly began preparing for a planned six and a half hour space walk.","Folk, World, & Country",,1988.0,https://api.discogs.com/masters/718311,https://www.discogs.com/Nanci-Griffith-From-A-Distance/release/4435887
2001-03-13,SPACE SHUTTLE,STS-102,Tom Petty,Free Fallin',A favorite of astronaut Susan Helms who today will take up official residence on the station as a member of the outpost's second crew.,Rock,Pop Rock,1989.0,https://api.discogs.com/masters/74321,https://www.discogs.com/Tom-Petty-Free-Fallin/release/4522764
2001-03-14,SPACE SHUTTLE,STS-102,The Clash,Should I Stay Or Should I Go,"played for returning International Space Station Expedition One Commander Bill Shepherd from his wife, Beth.",Rock,Alternative Rock,1982.0,https://api.discogs.com/masters/552819,https://www.discogs.com/The-Clash-Should-I-Stay-Or-Should-I-Go/release/4889906
2001-03-15,SPACE SHUTTLE,STS-102,Thomas Dolby,She Blinded Me With Science,played in recognition of the laboratory outfitting and initial station scientific work enabled by Discovery's flight.,Electronic,Pop Rock,1982.0,https://api.discogs.com/masters/80792,https://www.discogs.com/Thomas-Dolby-She-Blinded-Me-With-Science/release/685776
