Dates,Program,Mission,Artist,Song,Comment,Genre,Style,Year,Discogs Master,Discogs URI
2001-03-16,SPACE SHUTTLE,STS-102,The Clancy Brothers,The Rising Of The Moon,with Tommy Makem selected for Discovery's Pilot Jim Kelly by his family in honor of St. Patrick's Day tomorrow.,"Folk, World, & Country",Folk,,https://api.discogs.com/masters/406929,https://www.discogs.com/The-Clancy-Brothers-Tommy-Makem-The-Rising-Of-The-Moon-Irish-Songs-Of-Rebellion/release/6021183
2001-03-17,SPACE SHUTTLE,STS-102,"Flight Room Singers Four Flight Controllers - Chris McKenna, Mark Ferring, Pete Hasbrook and Fisher Reynolds",Notre Dame Victory March,,,,,,
2001-03-18,SPACE SHUTTLE,STS-102,Unidentified,Moscow Windows - Folk Song,,,,,,
2001-03-19,SPACE SHUTTLE,STS-102,The Cars,Just What I Needed,"played for returning International Space Station Commander Bill Shepherd, who, along with crew mates Yuri Gidzenko and Sergei Krikalev, is riding home aboard Discovery after four and a half months in orbit.",Rock,New Wave,1978.0,https://api.discogs.com/masters/69642,https://www.discogs.com/The-Cars-Just-What-I-Needed-/release/14149522
2001-03-20,SPACE SHUTTLE,STS-102,The Surfaris,Wipe Out,,Rock,Surf,1973.0,https://api.discogs.com/masters/1366175,https://www.discogs.com/The-Surfaris-Wipe-Out/master/1366175
2001-04-20,SPACE SHUTTLE,STS-100,Smash Mouth,Then The Morning Comes,"It was chosen for Phillips, making his first spaceflight.",Rock,Pop Rock,1999.0,https://api.discogs.com/masters/306119,https://www.discogs.com/Smash-Mouth-Then-The-Morning-Comes/release/2536420
2001-04-21,SPACE SHUTTLE,STS-100,Kenny Loggins,Danger Zone,from the soundtrack to Top Gun.,Rock,Pop Rock,1986.0,https://api.discogs.com/masters/92942,https://www.discogs.com/Kenny-Loggins-Danger-Zone/master/92942
2001-04-22,SPACE SHUTTLE,STS-100,Canadian Stan Rogers,Take It From Day To Day,played for Hadfield in honor of the space walk - the first ever by a Canadian.,,,,,
2001-04-23,SPACE SHUTTLE,STS-100,Judy Collins,Both Sides Now,,Rock,Folk Rock,1968.0,https://api.discogs.com/masters/726458,https://www.discogs.com/Judy-Collins-Both-Sides-Now/master/726458
2001-04-24,SPACE SHUTTLE,STS-100,Louis Armstrong,What A Wonderful World,The song was played for Parazynski in honor of today's spacewalk.,Jazz,,1976.0,https://api.discogs.com/masters/196285,https://www.discogs.com/Louis-Armstrong-What-A-Wonderful-World/release/4576712
2001-04-25,SPACE SHUTTLE,STS-100,Andrea Bocelli,Con Te Partiro,Italian opera singer. It was played for Guidoni who is from Italy.,Pop,Ballad,1995.0,https://api.discogs.com/masters/324375,https://www.discogs.com/Andrea-Bocelli-Con-Te-Partir%C3%B2/release/2552369
2001-04-26,SPACE SHUTTLE,STS-100,Unidentified,"Russian Folk Song, Behind The Fog.",That song was played for Endeavour crewmember Russian cosmonaut Yuri Lonchakov.,,,,,
2001-04-27,SPACE SHUTTLE,STS-100,Don Cain,Buckaroo,"of Dubuque, Iowa, father of STS-100 Ascent and Entry Flight Director Leroy Cain.",,,,,
2001-04-28,SPACE SHUTTLE,STS-100,C'est Cheese,Dangerous,played for Canadian Astronaut Chris Hadfield at the request of his wife.,,,,,
2001-04-29,SPACE SHUTTLE,STS-100,Cat Stevens,Miles From Nowhere,and played for Ashby in anticipation of today's undocking.,Rock,Soft Rock,2004.0,,https://www.discogs.com/Cat-Stevens-Miles-From-Nowhere/release/13193786
2001-04-30,SPACE SHUTTLE,STS-100,Unidentified,Soundtrack To The Movie Gladiator,(5:41 GMT),,,,,
2001-04-30,SPACE SHUTTLE,STS-100,Unidentified,Big Arm On His Ship,"Robinson, etc.",,,,,
2001-05-01,SPACE SHUTTLE,STS-100,Spandau Ballet,TRUE,"The wakeup music was for Rominger, requested by his family.",Rock,Pop Rock,1983.0,https://api.discogs.com/masters/108448,https://www.discogs.com/Spandau-Ballet-True/master/108448
2001-07-12,SPACE SHUTTLE,STS-104,James Horner,Wallace Courts Murron From The Soundtrack To The Movie Braveheart.,was played for Atlantis Pilot Charlie Hobaugh.,,,,,
2001-07-13,SPACE SHUTTLE,STS-104,Caedmon's Call,God Of Wonders,,,,,,
2001-07-14,SPACE SHUTTLE,STS-104,NSYNC,Space Cowboy,for Mission Specialist Janet Kavandi.,,,,,
2001-07-15,SPACE SHUTTLE,STS-104,Bob Marley,"No Woman, No Cry",for Mission Specialist Mike Gernhardt.,Reggae,Roots Reggae,,,https://www.discogs.com/Bob-Marley-No-Woman-No-Cry-Outtakes/release/14328803
2001-07-16,SPACE SHUTTLE,STS-104,Carly Simon,Nobody Does It Better,from the soundtrack to the movie The Spy Who Loved Me for Mission Specialist Jim Reilly.,Rock,Pop Rock,1977.0,https://api.discogs.com/masters/99927,https://www.discogs.com/Carly-Simon-Nobody-Does-It-Better/release/8027167
2001-07-17,SPACE SHUTTLE,STS-104,Conway Twitty,"Happy Birthday, Darlin'",for Atlantis Mission Specialist Janet Kavandi who was celebrating a birthday.,"Folk, World, & Country",Country,,,https://www.discogs.com/Conway-Twitty-Happy-Birthday-Darlin/release/4333341
2001-07-18,SPACE SHUTTLE,STS-104,Sheryl Crow,All I Wanna Do,for the entire crew from their training team.,Rock,Blues Rock,1994.0,https://api.discogs.com/masters/130276,https://www.discogs.com/Sheryl-Crow-All-I-Wanna-Do/master/130276
2001-07-19,SPACE SHUTTLE,STS-104,Janet Giroux,A Time To Dance,played by the Space Center Intermediate School Symphonic Band. The band was directed by Giroux and the song was played for Reilly.,,,,,
2001-07-20,SPACE SHUTTLE,STS-104,Harry Connick Jr.,I Could Write A Book,from the soundtrack to the movie When Harry Met Sally for Lindsey.,,,,,
2001-07-21,SPACE SHUTTLE,STS-104,The Baha Men,Who Let The Dogs Out?,for Hobaugh.,,,,,
2001-07-22,SPACE SHUTTLE,STS-104,Enya,Orinoco Flow,for Mike Gernhardt.,Electronic,Modern Classical,1988.0,https://api.discogs.com/masters/27470,https://www.discogs.com/Enya-Orinoco-Flow/release/4603955
2001-07-23,SPACE SHUTTLE,STS-104,Shania Twain,"Honey, I'M Home",for Kavandi.,Rock,Country Rock,1998.0,https://api.discogs.com/masters/315476,https://www.discogs.com/Shania-Twain-Honey-Im-Home/release/2379059
2001-07-24,SPACE SHUTTLE,STS-104,Duran Duran,Hold Back The Rain,,Rock,New Wave,1982.0,https://api.discogs.com/masters/121144,https://www.discogs.com/Duran-Duran-Hold-Back-The-Rain/release/5216224
2001-08-11,SPACE SHUTTLE,STS-105,Gene Autry,Back In The Saddle Again,"It was played for Culbertson, making his third flight into space, eight years after he last flew.","Folk, World, & Country",Country,2004.0,,https://www.discogs.com/Gene-Autry-Back-In-The-Saddle-Again/release/10055137
2001-08-12,SPACE SHUTTLE,STS-105,Unidentified,"The White Eagle, A Traditional Russian Folk Song",played for Expedition Three Pilot Vladimir Dezhurov.,,,,,
2001-08-13,SPACE SHUTTLE,STS-105,Rossini,Overture From The Barber Of Seville,a tribute to Expedition Three Flight Engineer Mikhail Tyurin.,Classical,Modern,1979.0,https://api.discogs.com/masters/1101618,https://www.discogs.com/Rossini-Berlioz-Zoltan-Rozsnyai-Philharmonia-Hungarica-La-Gazza-Ladra-Overture-The-Thiefing-Magpie-I/release/8673856
2001-08-14,SPACE SHUTTLE,STS-105,Christopher Cross,"Theme From The Movie, Arthur Or Arthur's Theme (Best That You Can Do)",,,,,,
2001-08-15,SPACE SHUTTLE,STS-105,Aaron Tippin,Big Boy Toys,a country and western tune selected for Pilot Rick Sturckow by his wife.,,,,,
2001-08-16,SPACE SHUTTLE,STS-105,Tom Paxton,The Marvelous Toy,for Mission Specialist Dan Barry from his wife.,,,,,
2001-08-17,SPACE SHUTTLE,STS-105,Patrick G. Forrester's sons Patrick and Andrew,Time Bomb,,,,,,
2001-08-18,SPACE SHUTTLE,STS-105,The Eagles,Hotel California,It was requested for Expedition Two Commander Yury Usachev by his wife.,,,,,
2001-08-19,SPACE SHUTTLE,STS-105,The Drifters,Under The Boardwalk,played for Jim Voss by his wife Suzan.,Funk / Soul,,1964.0,https://api.discogs.com/masters/469458,https://www.discogs.com/The-Drifters-Under-The-Boardwalk/release/3731810
2001-08-20,SPACE SHUTTLE,STS-105,Sting,Brand New Day,"The song was for Helms, requested by her family and friends.",Rock,Pop Rock,1999.0,https://api.discogs.com/masters/33598,https://www.discogs.com/Sting-Brand-New-Day/master/33598
2001-08-21,SPACE SHUTTLE,STS-105,Jerry Reed,East Bound And Down,at the request of their Houston-based training team.,"Folk, World, & Country",,1977.0,https://api.discogs.com/masters/475910,https://www.discogs.com/Jerry-Reed-East-Bound-And-Down/master/475910
2001-08-22,SPACE SHUTTLE,STS-105,Lenny Kravitz,Again,,Rock,Blues Rock,2000.0,https://api.discogs.com/masters/444253,https://www.discogs.com/Lenny-Kravitz-Again/master/444253
2001-12-06,SPACE SHUTTLE,STS-108,Bursch's daughter and her second grade classmates,Soul Spirit,,,,,,
2001-12-06,SPACE SHUTTLE,STS-108,Bursch's daughter and her second grade classmates,Put A Little Love In Your Life,,,,,,
2001-12-07,SPACE SHUTTLE,STS-108,"95:1, a worship band from St. Thomas Episcopal Church",God Of Wonders,Commander Dom Gorie's daughter Kim sings.,,,,,
2001-12-08,SPACE SHUTTLE,STS-108,Clear Creek Mighty Wildcat Marching Band,Wade Into The Water,Mission Specialist Carl Walz's son Aaron plays percussion,,,,,
2001-12-09,SPACE SHUTTLE,STS-108,The Fire Department of New York Emerald Society Pipes & Drums,It's A Grand Ol' Flag,A New York firefighter presented Pilot Mark Kelly with today's wakeup music when Kelly visited the World Trade Center site with former NASA Administrator Dan Goldin shortly after the September 11 attacks.,,,,,
2001-12-10,SPACE SHUTTLE,STS-108,"Mission Specialist Linda Godwin's own band, Brass, Rhythm and Reeds",Jumpin' At The Woodside,composed mostly of NASA and NASA contractor personnel. Godwin plays tenor sax in this 18-piece big band recording.,,,,,
2001-12-11,SPACE SHUTTLE,STS-108,Vince and Jenny Gill,Let There Be Peace On Earth,"from the Vince Gill album Let There be Peace on Earth awakened Endeavour's crew this morning at 6:19 a.m. CST. The song was played for Expedition Three Commander Frank Culbertson from his wife for his years of dedicated pursuit of peace on Earth through service to his country, and in tribute to a special anniversary today.",,,,,
2001-12-12,SPACE SHUTTLE,STS-108,Oliver Ollie O'Regin,Fly Me To The Moon,for Dan Tani.,,,,,
2001-12-13,SPACE SHUTTLE,STS-108,The Beatles,Here Comes The Sun,"in memory of former Beatle George Harrison, who recently died of cancer. The instrumental was from the IMAX movie, Everest. The song was played for the Expedition Three Crewmembers, Commander Frank Culbertson, Pilot Vladimir Dezhurov and Flight Engineer Mikhail Tyurin.",Rock,,1971.0,https://api.discogs.com/masters/1314973,https://www.discogs.com/The-Beatles-Here-Comes-The-Sun/master/1314973
2001-12-14,SPACE SHUTTLE,STS-108,Unidentified,"Traditional Russian Song, My Sweetheart","played for Onufrienko, Dezhurov and Tyurin.The Expedition Four crew was awakened about a half-hour later with a wakeup tone on board the station.",,,,,
2001-12-15,SPACE SHUTTLE,STS-108,Alan Jackson,Where I Come From,for Pilot Mark Kelly from his family.,"Folk, World, & Country",Country,2001.0,,https://www.discogs.com/Alan-Jackson-Where-I-Come-From-A-Love-Like-That/release/9940666
2001-12-16,SPACE SHUTTLE,STS-108,Bing Crosby,I'Ll Be Home For Christmas,,Jazz,Easy Listening,1999.0,,https://www.discogs.com/Bing-Crosby-Ill-Be-Home-For-Christmas/release/12566042
2001-12-17,SPACE SHUTTLE,STS-108,Bon Jovi,Please Come Home For Christmas,,Rock,Soft Rock,1994.0,https://api.discogs.com/masters/96116,https://www.discogs.com/Bon-Jovi-Please-Come-Home-For-Christmas/master/96116
2002-03-01,SPACE SHUTTLE,STS-109,John Hiatt,Blue Telescope,,,,,,
2002-03-02,SPACE SHUTTLE,STS-109,Lalo Schifrin,Theme From Mission: Impossible,,,,,,
2002-03-03,SPACE SHUTTLE,STS-109,Jeno Jando,"Mozart's Five Variations On Twinkle, Twinkle Little Star",,,,,,
2002-03-04,SPACE SHUTTLE,STS-109,Tonya Evetts Weimer,The Children's Song  Floating In The Bathtub,It was played for Jim  Newman.,,,,,
2002-03-05,SPACE SHUTTLE,STS-109,Ohio State University marching band,Carmen Ohio,played for Ohio State alumni Nancy Currie and Rick Linnehan aboard Columbia.,,,,,
2002-03-06,SPACE SHUTTLE,STS-109,Les Paul and Mary Ford,The Original Song Sittin On Top Of The World,"Dedication following was recorded the week before for the STS-109 crew by Les Paul, a music pioneer and space enthusiast.",,,,,
2002-03-07,SPACE SHUTTLE,STS-109,Limp Bizkit,Take A Look Around,Mission Impossible II: Theme,Hip Hop,Nu Metal,2000.0,https://api.discogs.com/masters/66069,https://www.discogs.com/Limp-Bizkit-Take-A-Look-Around/release/3178657
2002-03-08,SPACE SHUTTLE,STS-109,AC/DC,Who Made Who,The song was played for pilot Duane Carey.,Rock,Soundtrack,1986.0,https://api.discogs.com/masters/8618,https://www.discogs.com/ACDC-Who-Made-Who/master/8618
2002-03-09,SPACE SHUTTLE,STS-109,Frank Sinatra,Fly Me To The Moon,The song was played for Commander Scott Scooter Altman.,Pop,,,,https://www.discogs.com/Frank-Sinatra-Fly-Me-To-The-Moon/release/10855629
2002-03-10,SPACE SHUTTLE,STS-109,The Moody Blues,Floating,"dedicated to first-time fliers, pilot Digger and spacewalker Massimino.",,,,,
2002-03-11,SPACE SHUTTLE,STS-109,Rush,Countdown,,Rock,Hard Rock,1982.0,https://api.discogs.com/masters/62905,https://www.discogs.com/Rush-Countdown/release/584732
2002-04-09,SPACE SHUTTLE,STS-110,The Baha Men,The Best Years Of Our Lives,,,,,,
2002-04-10,SPACE SHUTTLE,STS-110,Joe Scruggs,Rapunzel Got A Mohawk,"The song was played for Ochoa, at the request of her family.",,,,,
2002-04-11,SPACE SHUTTLE,STS-110,University of California-Berkeley School Band,University Of California-Berkeley Fight Song,Ochoa requested the songs be played for crewmates Walheim and Smith who attended the rival schools. Ochoa's also a Stanford graduate. PC,,,,,
2002-04-11,SPACE SHUTTLE,STS-110,Stanford University Band,All Right Now,Ibid.,,,,,
2002-04-12,SPACE SHUTTLE,STS-110,Wynonna Judd,Testify To Love,played for Bloomfield from his family.,,,,,
2002-04-13,SPACE SHUTTLE,STS-110,Jimi Hendrix,Voodoo Chile,"It was played for Morin, who will be making his first spacewalk, at the request of his wife.",Rock,Psychedelic Rock,1971.0,https://api.discogs.com/masters/387327,https://www.discogs.com/Jimi-Hendrix-Voodoo-Chile/master/387327
2002-04-14,SPACE SHUTTLE,STS-110,Smash Mouth,All Star,The song was played for Walheim by his family.,Rock,Pop Rock,1999.0,https://api.discogs.com/masters/173937,https://www.discogs.com/Smash-Mouth-All-Star/release/4942882
2002-04-15,SPACE SHUTTLE,STS-110,Steppenwolf,Magic Carpet Ride,dedicated to Smith.,Rock,Hard Rock,1968.0,https://api.discogs.com/masters/131513,https://www.discogs.com/Steppenwolf-Magic-Carpet-Ride/master/131513
2002-04-16,SPACE SHUTTLE,STS-110,Purdue University Marching band,I am an American,It was dedicated to Purdue graduate Ross.,,,,,
2002-04-17,SPACE SHUTTLE,STS-110,Steve Frick,Noah,From when he was a teenager.,,,,,
2002-04-18,SPACE SHUTTLE,STS-110,"STS-110 Commander Mike Bloomfield's daughter, Courtney.",Somewhere Over The Rainbow,,,,,,
2002-04-19,SPACE SHUTTLE,STS-110,The Police,Message In A Bottle,,Rock,Pop Rock,,https://api.discogs.com/masters/590655,https://www.discogs.com/Police-Message-In-A-Bottle/master/590655
2002-06-06,SPACE SHUTTLE,STS-111,Will Smith,Gettin' Jiggy Wit It,"The song was played for Valery Korzun, who will soon take command of the space station.",Hip Hop,Pop Rap,1997.0,https://api.discogs.com/masters/6105,https://www.discogs.com/Will-Smith-Gettin-Jiggy-Wit-It/release/1765014
2002-06-07,SPACE SHUTTLE,STS-111,Lenny Kravitz,American Woman,a song selected for Peggy Whitson.,Rock,,1999.0,https://api.discogs.com/masters/11853,https://www.discogs.com/Lenny-Kravitz-American-Woman/master/11853
2002-06-08,SPACE SHUTTLE,STS-111,ABBA,I Have A Dream,a song selected for Sergei Treschev.,Rock,Pop Rock,1979.0,https://api.discogs.com/masters/14656,https://www.discogs.com/ABBA-I-Have-A-Dream/master/14656
2002-06-09,SPACE SHUTTLE,STS-111,Train,Drops Of Jupiter,a tune selected for Ken Cockrell.,Rock,Alternative Rock,2001.0,https://api.discogs.com/masters/148129,https://www.discogs.com/Train-Drops-Of-Jupiter/release/8027116
2002-06-10,SPACE SHUTTLE,STS-111,The Flamingos,I Only Have Eyes For You,from the American Graffiti soundtrack which was selected for Paul Lockhart. Selected by his wife Mary. The two danced to the song at their wedding. PC,Jazz,Doo Wop,1959.0,https://api.discogs.com/masters/497838,https://www.discogs.com/The-Flamingos-I-Only-Have-Eyes-For-You/release/827182
2002-06-11,SPACE SHUTTLE,STS-111,Juan Luis Guerra,Mi Pc,selected for Chang-Diaz by his family.,Latin,,1998.0,https://api.discogs.com/masters/966264,https://www.discogs.com/Juan-Luis-Guerra-440-Mi-PC/master/966264
2002-06-12,SPACE SHUTTLE,STS-111,Peter Greenaway,Chasing Sheep Is Best Left To Shepherds,selected for Philippe Perrin by his family.,,,,,
2002-06-13,SPACE SHUTTLE,STS-111,Willie Nelson,On The Road Again,selected for Carl Walz by his family.,"Folk, World, & Country",Country,1993.0,https://api.discogs.com/masters/188736,https://www.discogs.com/Willie-Nelson-On-The-Road-Again/release/3840989
2002-06-14,SPACE SHUTTLE,STS-111,Unidentified,The Star Spangled Banner,in honor of Flag Day.,Pop,Vocal,1968.0,https://api.discogs.com/masters/591051,https://www.discogs.com/Jose-Feliciano-The-Star-Spangled-Banner/release/4339151
2002-06-15,SPACE SHUTTLE,STS-111,Expedition Four Flight Engineer Dan Bursch's son and his classmates.,Hello To All The Children Of The World,,,,,,
2002-06-16,SPACE SHUTTLE,STS-111,Russell Watson,Where My Heart Will Take Me,"the theme song from TV series, Star Trek: Enterprise, (see STS-114, Flight Day 8/2/2005)",,,,,
2002-06-17,SPACE SHUTTLE,STS-111,University of Texas Marching Band,The Eyes Of Texas,Cockrell and Lockhart hold degrees from that university.,,,,,
2002-06-18,SPACE SHUTTLE,STS-111,Matt Gast,Sojourner,the flight's lead timeliner or scheduler of crew activities.,,,,,
2002-06-19,SPACE SHUTTLE,STS-111,Sonny and Cher,I Got You Babe,"from the Groundhog Day movie soundtrack. Groundhog Day's I Got You Babe is a recurring theme for wakeup calls on missions which have been extended an additional two days, with the astronauts having to repeat their deorbit activities each day only to be told that because of bad weather they're going to go through the same tasks again the next day. For commander Ken Cockrell this was his third mission in a row where he's stayed in orbit for an additional two days in the hopes of good weather in Florida. On STS-80 the landing finally cooperated and he landed in Florida, for STS-98 and STS-111 he landed at the alternate site in California. PC",Rock,Pop Rock,1965.0,https://api.discogs.com/masters/109597,https://www.discogs.com/Sonny-Cher-I-Got-You-Babe/release/6435350
